isbn,original_length,original_title,truncated_title
9780679736400,324,"Last Tales: The cardinal's first tale ; The cloak ; Night walk ; Of hidden thoughts and of heaven ; Tales of two old gentlemen ; The cardinal's third tale ; The blank page ; New Gothic Tales: The cyratids, an unfinished tale ; Echoes ; New Winter's tales: A country tale ; Copenhagen season ; Converse at night in Copenhagen","Last Tales: The cardinal's first tale ; The cloak ; Night walk ; Of hidden thoughts and of heaven ; Tales of two old gentlemen ; The cardinal's third tale ; The blank page ; New Gothic Tales: The cyratids, an unfinished tale ; Echoes ; New Winter's tales:"
